scene_id,im_id,segment_id,raw_selected_candidate,anchored_selected_candidate,selected_polarity,raw_probability,selected_probability,selected_source,lookahead_path_cost,epnp_status,map_heading_source,camera,camera_facing_rule,camera_facing_dot,epnp_rotation_before_deg,epnp_rotation_after_deg,epnp_translation_before_m,epnp_translation_after_m
1,0,0,15,8,0,0.15137891471385956,0.12387431412935257,gigapose_global_rank_0|yaw+30|rgb_recovery,4.5338002195046005,approved,epnp_raceline,stereo_left,away,0.998484573503604,55.01701609368478,10.935464956415078,154.34252416383367,35.97474609198451
1,1,0,4,4,0,0.1423349231481552,0.1423349231481552,gigapose_global_rank_0|yaw+30|rgb_recovery,4.974964823664945,approved,epnp_raceline,stereo_left,away,0.9984174664755203,5.684772582674402,5.684772582674402,50.43420860237795,50.43420860237795
1,2,0,10,10,1,0.20421329140663147,0.20421329140663147,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,5.713725964283589,rejected:bbox_iou,epnp_raceline,stereo_left,away,0.9958115511700151,nan,nan,nan,nan
1,3,0,8,4,1,0.16381387412548065,0.12549401819705963,gigapose_global_rank_2|align_detection|rgb_recovery|center_preserving_flip180,4.19464088094213,approved,epnp_raceline,stereo_left,away,0.9981441968860174,170.0253942664525,4.706151355026223,72.76542836934858,39.63845552494777
1,4,0,3,3,1,0.2720978558063507,0.2720978558063507,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,4.602936374923891,approved,epnp_raceline,stereo_left,away,0.9987067455609423,179.16242633870212,2.5156290529180105,37.41792422239317,37.41792422239317
1,5,0,9,9,1,0.2549080550670624,0.2549080550670624,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,5.514619547410069,approved,epnp_raceline,stereo_left,away,0.9998005432625936,179.2151371071288,1.9177453102076043,43.23719731149172,43.23719731149172
1,6,0,13,3,1,0.3177257180213928,0.22702541947364807,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,6.1270543463308265,approved,epnp_raceline,stereo_left,away,0.9975637542646134,168.92078380683765,3.0674243389661737,58.7417661730148,36.046164073534115
1,7,0,14,14,1,0.2477641999721527,0.2477641999721527,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,7.947191026844951,approved,epnp_raceline,stereo_left,away,0.9971408180281155,178.12447671269956,3.9727970312897614,30.268871165400384,30.268871165400384
1,8,0,7,4,1,0.3449831008911133,0.12737998366355896,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,8.6302736411208,approved,epnp_raceline,stereo_left,away,0.9997280799847733,169.52853306978827,3.3429427344818428,61.52507384002897,33.32795269479178
1,9,0,7,7,1,0.23884668946266174,0.23884668946266174,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,8.496204275856782,approved,epnp_raceline,stereo_left,away,0.992010714486562,171.67298973753537,10.376839799616985,38.86876019775238,38.86876019775238
1,10,0,10,1,0,0.1654132902622223,0.060822926461696625,gigapose_global_rank_0|uv1-48|rgb_recovery,9.748721707079065,approved,epnp_raceline,stereo_left,away,0.9941367562612942,178.97053568223455,7.39027033907031,1.738468928278134,9.340989010462646
1,11,0,8,8,0,0.11703687906265259,0.11703687906265259,gigapose_global_rank_4|rgb_recovery,7.344920954903362,rejected:bbox_iou,epnp_raceline,stereo_left,away,0.9956885808869705,nan,nan,nan,nan
1,12,0,11,11,1,0.25810062885284424,0.25810062885284424,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,7.329121922677799,approved,epnp_raceline,stereo_left,away,0.9821874810956298,170.6850498948538,10.88819536040242,7.406040683960672,7.406040683960672
1,13,0,2,2,1,0.1905275136232376,0.1905275136232376,gigapose_global_rank_2|flip180|rgb_recovery|center_preserving_flip180,4.558518833829161,approved,epnp_raceline,stereo_left,away,0.9453645547327229,161.9572316841693,19.948342711633973,12.520086698518963,12.520086698518963
1,14,0,1,1,1,0.22398129105567932,0.22398129105567932,gigapose_global_rank_1|flip180|rgb_recovery|center_preserving_flip180,3.939076740974476,approved,epnp_raceline,stereo_left,away,0.978629366139097,170.2968920738766,12.55365873452813,11.767660535840882,11.767660535840882
1,15,0,4,4,1,0.19323670864105225,0.19323670864105225,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.685293878252689,approved,epnp_raceline,stereo_left,away,0.9972072773402397,176.9001780247437,3.571956381839705,37.296552983654195,37.296552983654195
1,16,0,4,4,1,0.228858083486557,0.228858083486557,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,3.388244259600431,approved,epnp_raceline,stereo_left,away,0.9998596580124005,179.34417147760786,1.352621555588618,19.915963504497526,19.915963504497526
1,17,0,11,11,1,0.22606618702411652,0.22606618702411652,gigapose_global_rank_1|flip180|rgb_recovery|center_preserving_flip180,3.3527720556053313,approved,epnp_raceline,stereo_left,away,0.9977288267117645,178.08286569729572,3.1028058730924717,24.621365543349935,24.621365543349935
1,18,0,7,7,1,0.2930507957935333,0.2930507957935333,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,3.2105496322384792,approved,epnp_raceline,stereo_left,away,0.9998954750546651,178.55581920144326,3.5234893552732496,21.653740173638003,21.653740173638003
1,19,0,13,13,1,0.22932696342468262,0.22932696342468262,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.131383736758046,approved,epnp_raceline,stereo_left,away,0.9989998220756395,178.83358996294123,1.763755402569322,33.73098100343612,33.73098100343612
1,20,0,1,1,1,0.21886110305786133,0.21886110305786133,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.0601594187341474,approved,epnp_raceline,stereo_left,away,0.9989304691674284,177.2248489010967,3.547882279019835,24.832391676869342,24.832391676869342
1,21,0,1,1,1,0.2508336305618286,0.2508336305618286,gigapose_global_rank_2|logz-0.35|rgb_recovery|center_preserving_flip180,3.5162553737790434,approved,epnp_raceline,stereo_left,away,0.9986250212879151,175.99388036068018,4.525868255885998,10.221447643583009,10.221447643583009
1,22,0,7,7,1,0.27339911460876465,0.27339911460876465,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,4.157829900631197,approved,epnp_raceline,stereo_left,away,0.999309215135366,179.4809938785411,2.6482900733806067,19.485953514045516,19.485953514045516
1,23,0,2,2,1,0.2231462448835373,0.2231462448835373,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,4.803391631583231,approved,epnp_raceline,stereo_left,away,0.9957875826561842,177.65323778130235,5.556833397549017,19.226660727467063,19.226660727467063
1,24,0,6,6,1,0.31798383593559265,0.31798383593559265,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,4.752648275297303,approved,epnp_raceline,stereo_left,away,0.9973033754131466,179.60557254956902,4.308835486017689,11.448496789692076,11.448496789692076
1,25,0,5,4,1,0.2715335786342621,0.17680047452449799,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,5.105600294129941,approved,epnp_raceline,stereo_left,away,0.999689705261643,168.67439410237324,0.9117032839711764,31.2895385595024,23.932045517823067
1,26,0,10,10,1,0.30753466486930847,0.30753466486930847,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,4.620444132564761,approved,epnp_raceline,stereo_left,away,0.9977837207390694,179.86972222099058,3.725812675359957,25.740372996939463,25.740372996939463
1,27,0,13,12,1,0.21586811542510986,0.17738617956638336,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,6.041646218836205,approved,epnp_raceline,stereo_left,away,0.9987835209442907,169.59011700232338,2.1407159423748165,19.43983733827517,13.428925699185358
1,28,0,3,3,1,0.20290759205818176,0.20290759205818176,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,6.136844502678012,approved,epnp_raceline,stereo_left,away,0.9991974659268736,179.98408598079484,2.855196844668412,15.83118034691794,15.83118034691794
1,29,0,5,5,1,0.24269676208496094,0.24269676208496094,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,7.3466959520609345,approved,epnp_raceline,stereo_left,away,0.9997167164441398,179.84880285797942,2.237761072936821,14.553884128579835,14.553884128579835
1,30,0,14,14,1,0.2084573656320572,0.2084573656320572,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,7.564328864266352,approved,epnp_raceline,stereo_left,away,0.9999777369959094,178.15029454791315,1.9321247885717983,12.754858606588448,12.754858606588448
1,31,0,1,1,0,0.12694041430950165,0.12694041430950165,gigapose_global_rank_0|yaw+30|rgb_recovery,7.5511316855292305,approved,epnp_raceline,stereo_left,away,0.9996081501073505,6.487456147993208,6.487456147993208,16.370745581392317,16.370745581392317
1,32,0,1,1,1,0.22000832855701447,0.22000832855701447,gigapose_global_rank_2|logz-0.35|rgb_recovery|center_preserving_flip180,5.998165409720638,approved,epnp_raceline,stereo_left,away,0.9971312913251462,174.9891831570955,5.6908980409232,6.324672886739494,6.324672886739494
1,33,0,3,3,1,0.20811715722084045,0.20811715722084045,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.7597178973268366,approved,epnp_raceline,stereo_left,away,0.9998402559268801,179.21149700457494,3.6243175092585314,2.491352561988525,2.491352561988525
1,34,0,13,13,1,0.3139626383781433,0.3139626383781433,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.995411928763038,approved,epnp_raceline,stereo_left,away,0.9994161936105713,178.19336790809518,2.946534744912218,5.619904096875545,5.619904096875545
1,35,0,3,3,1,0.25638848543167114,0.25638848543167114,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.834554461303936,approved,epnp_raceline,stereo_left,away,0.9993255688829727,178.59237850859404,3.053626685783476,3.080995187830751,3.080995187830751
1,36,0,3,3,1,0.2700501084327698,0.2700501084327698,gigapose_global_rank_1|flip180|rgb_recovery|center_preserving_flip180,3.921344849089103,approved,epnp_raceline,stereo_left,away,0.9989781461682559,178.1117132105965,3.4777458159050516,0.47749522146881995,0.47749522146881995
1,37,0,8,8,1,0.3055446743965149,0.3055446743965149,gigapose_global_rank_1|yaw+30|rgb_recovery|center_preserving_flip180,3.4660827644774863,approved,epnp_raceline,stereo_left,away,0.9992172790435615,178.46193548960807,6.400522324078186,1.4237686063577482,1.4237686063577482
1,38,0,8,7,1,0.2599690556526184,0.1884956806898117,gigapose_global_rank_0|flip180|rgb_recovery|center_preserving_flip180,3.5023678423121547,approved,epnp_raceline,stereo_left,away,0.9994189280231708,172.0951162644259,3.742608390539715,6.1850140430139176,4.398814545269515
