row_index,scene_id,im_id,match_key,score,projection_model,distortion_model,distortion_coefficients,metadata_path,bbox_match_mode,bbox_match_index,bbox_match_distance_px,detection_center_u_px,detection_center_v_px,corrected_center_u_px,corrected_center_v_px,corrected_center_minus_detection_du_px,corrected_center_minus_detection_dv_px,corrected_center_u_metadata_px,corrected_center_v_metadata_px,metadata_minus_detection_du_px,metadata_minus_detection_dv_px,corrected_center_u_pinhole_px,corrected_center_v_pinhole_px,pinhole_minus_detection_du_px,pinhole_minus_detection_dv_px,metadata_minus_pinhole_du_px,metadata_minus_pinhole_dv_px,aligned_gigapose_center_u_px,aligned_gigapose_center_v_px,native_gigapose_center_u_px,native_gigapose_center_v_px,native_gigapose_center_minus_detection_du_px,native_gigapose_center_minus_detection_dv_px,corrected_center_depth_mm,diagnostic_status,diagnostic_error
28,1,122,image_3693761186526,0.989572477,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3693761186526_0.yaml,nearest_projected_center,0,7.62739341671399,909.0,162.0,909.177805265424,173.14547605832004,0.17780526542401276,11.145476058320043,909.177805265424,173.14547605832004,0.17780526542401276,11.145476058320043,908.6843522282486,173.20854542973856,-0.3156477717514008,11.208545429738564,0.49345303717541356,-0.06306937141852131,933.8953977019394,167.31176422490336,913.4944472008656,168.16255423440342,4.494447200865579,6.162554234403416,38444.4236755,ok,
29,1,148,image_3696624318737,0.503879329,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3696624318737_0.yaml,nearest_projected_center,0,17.049521065454073,837.0,172.5,835.9476538978645,182.74277479547496,-1.052346102135516,10.242774795474958,835.9476538978645,182.74277479547496,-1.052346102135516,10.242774795474958,834.0352254583187,182.98946864162932,-2.9647745416813223,10.489468641629315,1.9124284395458062,-0.24669384615435774,876.1901849278304,183.21895618685036,852.9338564356467,178.5661674597362,15.933856435646703,6.066167459736192,25340.9900665,ok,
30,1,186,image_3700523749346,0.613669332,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3700523749346_0.yaml,nearest_projected_center,0,43.28733139712639,681.5,193.5,673.6894141844261,201.9696717556058,-7.810585815573859,8.469671755605788,673.6894141844261,201.9696717556058,-7.810585815573859,8.469671755605788,662.6171389558311,203.34599536189123,-18.882861044168862,9.845995361891227,11.072275228595004,-1.376323606285439,691.5172025110751,200.85775660745938,723.4380565204342,204.2234544235293,41.9380565204342,10.72345442352929,13801.7854691,ok,
31,1,104,image_3691424593464,0.985947673,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3691424593464_0.yaml,nearest_projected_center,0,3.2541359715688998,889.5,170.5,889.8543230627098,173.71937430555064,0.3543230627097955,3.2193743055506445,889.8543230627098,173.71937430555064,0.3543230627097955,3.2193743055506445,889.1044368019051,173.80554530567935,-0.39556319809491924,3.3055453056793453,0.7498862608047148,-0.08617100012870083,907.287045289625,168.6453262770555,892.7084545212944,169.9566580209072,3.2084545212943567,-0.5433419790927871,49586.3838196,ok,
32,1,138,image_3695531777258,0.540732193,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3695531777258_0.yaml,nearest_projected_center,0,10.419225864420431,869.0,169.5,868.7289385980902,180.25669416399842,-0.27106140190983297,10.756694163998418,868.7289385980902,180.25669416399842,-0.27106140190983297,10.756694163998418,867.6019818959616,180.41374885135681,-1.3980181040384423,10.913748851356814,1.1269567021286093,-0.15705468735839645,901.4534510159809,173.55221712270793,878.3052529638508,174.18748705518792,9.305252963850762,4.6874870551879155,30521.4290619,ok,
33,1,194,image_3701431750647,0.570933908,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3701431750647_0.yaml,nearest_projected_center,0,30.741426904083056,621.0,198.5,602.5571013646957,208.85971733863295,-18.442898635304346,10.359717338632947,602.5571013646957,208.85971733863295,-18.442898635304346,10.359717338632947,583.8205508897961,211.10451936865778,-37.179449110203905,12.604519368657776,18.73655047489956,-2.244802030024829,595.2440794865843,213.58348317934764,648.6752321918212,211.88345438322494,27.675232191821237,13.383454383224944,11420.9108353,ok,
34,1,147,image_3696534625362,0.985244576,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3696534625362_0.yaml,nearest_projected_center,0,13.64694122692997,841.5,170.0,838.9161854730057,183.9426950525733,-2.5838145269942743,13.942695052573299,838.9161854730057,183.9426950525733,-2.5838145269942743,13.942695052573299,837.0829860707789,184.1938308251165,-4.417013929221071,14.193830825116493,1.8331994022267963,-0.2511357725431935,876.2126343548712,178.43662929279316,853.1016136779962,177.18620657355555,11.60161367799617,7.186206573555552,25696.3539124,ok,
35,1,227,image_3704924853019,0.883907042,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3704924853019_0.yaml,nearest_projected_center,0,95.06302974998805,324.5,221.5,280.5075851688597,247.7024811323839,-43.99241483114031,26.202481132383895,280.5075851688597,247.7024811323839,-43.99241483114031,26.202481132383895,186.6381696253045,258.9809295239497,-137.8618303746955,37.480929523949726,93.86941554355519,-11.278448391565831,182.54493639422947,245.56894988321227,417.78917271962735,239.7786727782585,93.28917271962735,18.27867277825851,6143.44120026,ok,
36,1,139,image_3695625625021,0.633598952,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3695625625021_0.yaml,nearest_projected_center,0,7.4980151749497965,866.5,171.0,866.1699656728811,181.26508816462788,-0.33003432711893765,10.265088164627883,866.1699656728811,181.26508816462788,-0.33003432711893765,10.265088164627883,864.9897632744287,181.43407088097402,-1.5102367255713034,10.43407088097402,1.1802023984523657,-0.16898271634613593,890.4899750810142,177.77215402687688,870.8727839007644,177.09089422999557,4.372783900764375,6.09089422999557,30112.329483,ok,
37,1,137,image_3695427770979,1.0,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3695427770979_0.yaml,nearest_projected_center,0,12.071205971483613,871.0,167.0,871.281773187846,181.66476375933894,0.2817731878460563,14.664763759338939,871.281773187846,181.66476375933894,0.2817731878460563,14.664763759338939,870.2019230847517,181.82675961232303,-0.7980769152483163,14.82675961232303,1.0798501030943726,-0.16199585298409147,900.3168719629134,172.78652372773314,879.4653420012141,175.60534708239368,8.46534200121414,8.605347082393678,31016.500473,ok,
38,1,109,image_3692025357786,0.976995453,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3692025357786_0.yaml,nearest_projected_center,0,7.944787353274578,918.5,157.0,919.7355844312373,167.20994170062684,1.235584431237271,10.209941700626842,919.7355844312373,167.20994170062684,1.235584431237271,10.209941700626842,919.3576490943805,167.2434429279769,0.8576490943804629,10.2434429279769,0.37793533685680814,-0.033501227350058116,938.290288151496,160.18109065017023,922.549872510585,163.83506976824373,4.049872510585033,6.835069768243727,46968.6584473,ok,
39,1,226,image_3704730718406,0.529936582,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3704730718406_0.yaml,nearest_projected_center,0,100.99856609596358,330.0,219.0,279.4286085145343,245.91042643856883,-50.57139148546571,26.910426438568834,279.4286085145343,245.91042643856883,-50.57139148546571,26.910426438568834,185.2327547558059,256.9890975292737,-144.7672452441941,37.98909752927369,94.19585375872839,-11.078671090704859,189.71750868730942,250.57455952756473,428.1699486246914,242.7354490260069,98.16994862469141,23.735449026006904,6126.17444992,ok,
40,1,226,image_3704730718406,0.529936582,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3704730718406_1.yaml,nearest_projected_center,0,100.99856609596358,330.0,219.0,279.4286085145343,245.91042643856883,-50.57139148546571,26.910426438568834,279.4286085145343,245.91042643856883,-50.57139148546571,26.910426438568834,185.2327547558059,256.9890975292737,-144.7672452441941,37.98909752927369,94.19585375872839,-11.078671090704859,189.71750868730942,250.57455952756473,428.1699486246914,242.7354490260069,98.16994862469141,23.735449026006904,6126.17444992,ok,
41,1,127,image_3694225839034,0.968304512,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3694225839034_0.yaml,nearest_projected_center,0,3.6924601767393126,900.5,171.5,901.3647994092346,177.971612495914,0.8647994092345925,6.471612495914002,901.3647994092346,177.971612495914,0.8647994092345925,6.471612495914002,900.770745948967,178.0643260006244,0.27074594896703275,6.564326000624391,0.5940534602675598,-0.09271350471038886,925.0936966328435,171.4729133836115,904.0590112779214,172.48371788660876,3.5590112779213996,0.9837178866087584,36635.6163025,ok,
42,1,106,image_3691723614212,0.980589384,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3691723614212_0.yaml,nearest_projected_center,0,2.9482414394929113,905.5,163.0,906.6944947628785,170.35269660750723,1.1944947628785485,7.352696607507227,906.6944947628785,170.35269660750723,1.1944947628785485,7.352696607507227,906.1746011226905,170.40671918617363,0.6746011226905466,7.406719186173632,0.5198936401880019,-0.05402257866640525,920.0484748584607,160.63644961864537,905.8899885840162,165.9223340825238,0.3899885840162369,2.922334082523804,48286.1366272,ok,
43,1,146,image_3696424820053,1.0,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3696424820053_0.yaml,nearest_projected_center,0,12.714307883798588,844.5,168.5,843.2350492310509,185.03048828727808,-1.2649507689491202,16.530488287278075,843.2350492310509,185.03048828727808,-1.2649507689491202,16.530488287278075,841.514475201231,185.28112205874353,-2.9855247987690063,16.781122058743534,1.7205740298198862,-0.2506337714654592,876.1877709839873,175.2104973458673,853.6605551652385,177.31690728252514,9.16055516523852,8.816907282525136,26308.3438873,ok,
44,1,149,image_3696725080108,0.979683736,metadata,equidistant,0.0924905339625 0.131384368102 -0.117522324082 0.137446016536,/home/anahita/gigapose/gigaPose_datasets/datasets/2026-05-18-v1-v4/front/metadata/sample_3696725080108_0.yaml,nearest_projected_center,0,10.429503250152377,834.0,171.5,831.8349103778286,181.52709558569623,-2.165089622171422,10.02709558569623,831.8349103778286,181.52709558569623,-2.165089622171422,10.02709558569623,829.8076046607973,181.77133800834125,-4.192395339202676,10.271338008341246,2.027305717031254,-0.24424242264501572,863.7899807105806,177.44833482856873,842.1206869826237,178.04438545435585,8.120686982623738,6.544385454355847,24868.7381744,ok,
