scene_id,im_id,segment_id,raw_selected_candidate,anchored_selected_candidate,selected_polarity,raw_probability,selected_probability,selected_source,lookahead_path_cost,epnp_status,map_heading_source,epnp_rotation_before_deg,epnp_rotation_after_deg,epnp_translation_before_m,epnp_translation_after_m
1,143,1,2,1,1,0.2722877562046051,0.1533275842666626,gigapose_global_rank_2|flip180|rgb_recovery|center_preserving_flip180,9.768355923943762,approved,epnp_raceline,179.9376023540485,4.41869552057532,2.2142497137148496,1.6047959820728666
1,144,1,15,5,1,0.1366138905286789,0.08558447659015656,gigapose_global_rank_1|align_detection|rgb_recovery|center_preserving_flip180,8.104238412391473,approved,epnp_raceline,175.5952101307713,4.61714857063898,3.009147248274315,0.8850760735394488
1,145,1,11,6,1,0.17067252099514008,0.07982025295495987,gigapose_global_rank_1|uv0+48|rgb_recovery|center_preserving_flip180,8.900391493415535,approved,epnp_raceline,177.95094712845992,3.158516307697477,2.8647187279241866,0.3532531112493297
1,146,1,2,3,1,0.1821759194135666,0.1567041277885437,gigapose_global_rank_2|align_detection|rgb_recovery|center_preserving_flip180,8.955798131515001,approved,epnp_raceline,178.11421856173928,4.367175480831026,2.5874676623524144,1.836745257550002
1,147,1,7,7,1,0.11470060795545578,0.11470060795545578,gigapose_global_rank_1|yaw-30|rgb_recovery|center_preserving_flip180,10.445772673968309,approved,epnp_raceline,177.81425063130274,2.96220218300359,0.4013669141303836,0.4013669141303836
1,148,1,13,6,1,0.12795841693878174,0.1077468991279602,gigapose_global_rank_1|R0+20|rgb_recovery|center_preserving_flip180,11.875301242685097,approved,epnp_raceline,176.6725890323651,4.773447711463259,2.8751513857252498,0.4398497895991596
1,149,1,3,1,1,0.192926287651062,0.17607003450393677,gigapose_global_rank_2|align_detection|rgb_recovery|center_preserving_flip180,12.972864608253062,approved,epnp_raceline,178.9243346491837,3.7733721191841076,2.2841722745769624,1.8933082201249989
1,150,1,15,15,1,0.15915848314762115,0.15915848314762115,gigapose_global_rank_2|logz-0.35|rgb_recovery|center_preserving_flip180,13.94343663133208,approved,epnp_raceline,173.88015930132514,6.93142745899239,0.6331232442172323,0.6331232442172323
1,151,1,3,4,1,0.1752733439207077,0.15419068932533264,gigapose_global_rank_2|align_detection|rgb_recovery|center_preserving_flip180,14.544614109150857,approved,epnp_raceline,177.64667791205744,1.7169004956337823,4.059567663554131,2.850060500606012
1,152,1,15,15,1,0.18290849030017853,0.18290849030017853,gigapose_global_rank_2|logz-0.35|rgb_recovery|center_preserving_flip180,13.669109364433343,approved,epnp_raceline,176.31326255164163,5.133930462182373,1.2851336762316408,1.2851336762316408
1,153,1,10,6,1,0.11599607765674591,0.1061917394399643,gigapose_global_rank_1|R0-20|rgb_recovery|center_preserving_flip180,13.781674061533295,approved,epnp_raceline,175.630146148486,6.656393953405359,0.6561901393664996,0.4794183297499916
1,154,1,3,2,1,0.18903404474258423,0.1800173968076706,gigapose_global_rank_2|align_detection|rgb_recovery|center_preserving_flip180,14.047667661584489,approved,epnp_raceline,178.6272259458882,3.0311900063380004,3.6082073446742795,2.7554303232751245
1,155,1,12,2,1,0.18436026573181152,0.17290739715099335,gigapose_global_rank_2|rgb_recovery|center_preserving_flip180,11.726321366914277,approved,epnp_raceline,173.1865287858932,4.1743972516274255,2.4864006633430282,1.0979035621372917
1,156,1,3,15,0,0.1894301474094391,0.07146864384412766,gigapose_global_rank_2|flip180|rgb_recovery,15.68648499800388,approved,epnp_raceline,177.5376703287858,3.422527798502256,2.778428642121833,0.5556583064832069
1,157,1,3,9,0,0.18178272247314453,0.03415227681398392,gigapose_global_rank_4|rgb_recovery,16.492724282947727,approved,epnp_raceline,177.0767492631375,7.174071126297704,1.7885119361776054,0.5559049315253297
1,158,1,14,1,0,0.11012087017297745,0.01722593978047371,gigapose_global_rank_0|R1-20|rgb_recovery,16.16066689542422,approved,epnp_raceline,174.0079904417754,3.5806071566686115,2.776114607796443,1.0280922152897374
1,159,1,9,1,0,0.14973464608192444,0.03414161503314972,gigapose_global_rank_1|R1-20|rgb_recovery,16.026028621650706,approved,epnp_raceline,173.4668373491357,4.788781719226643,0.8813220739250089,0.47425277499042023
1,160,1,11,10,0,0.2551223337650299,0.03920363634824753,gigapose_global_rank_2|logz-0.35|rgb_recovery,16.32791238894281,approved,epnp_raceline,69.70885381739905,4.488201575841956,7.807493434590229,1.587511909050312
1,161,1,5,5,1,0.1844239979982376,0.1844239979982376,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,14.660347043889997,approved,epnp_raceline,178.63186607513313,3.379267814150427,2.003261851959743,2.003261851959743
1,162,1,3,3,1,0.11414071917533875,0.11414071917533875,gigapose_global_rank_1|R0-20|rgb_recovery|center_preserving_flip180,13.45115997643242,approved,epnp_raceline,179.7530678442089,2.3743902621629527,1.963687029814132,1.963687029814132
1,163,1,14,1,1,0.31843531131744385,0.11793631315231323,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,15.794006353050978,approved,epnp_raceline,79.13543182257334,3.6073602066786306,11.347670340458162,1.337627375954004
1,164,1,2,2,1,0.20622460544109344,0.20622460544109344,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,17.739373954023478,approved,epnp_raceline,178.8177962359874,2.9466545625128404,1.6916414628158634,1.6916414628158634
1,165,1,1,1,1,0.2311594933271408,0.2311594933271408,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,20.99812647340844,approved,epnp_raceline,178.53015117428689,2.264814629259403,1.8448620949981431,1.8448620949981431
1,166,1,3,3,1,0.21154724061489105,0.21154724061489105,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,22.748977564299956,approved,epnp_raceline,179.44169511316096,3.952141373326599,2.352055455261201,2.352055455261201
1,167,1,3,3,1,0.1419687569141388,0.1419687569141388,gigapose_global_rank_2|flip180|rgb_recovery|center_preserving_flip180,21.472599459592793,approved,epnp_raceline,177.65557774017475,4.992506485856611,2.844084699638698,2.844084699638698
1,168,1,1,1,1,0.1336018145084381,0.1336018145084381,gigapose_global_rank_2|flip180|rgb_recovery|center_preserving_flip180,19.94352398095066,approved,epnp_raceline,176.05730173730532,4.148352833956259,2.779881634465607,2.779881634465607
1,169,1,7,1,0,0.2038855254650116,0.03284972906112671,gigapose_global_rank_0|R1-20|rgb_recovery,18.326882792341443,approved,epnp_raceline,178.61477122941358,4.829469476332258,3.0514455213558462,2.2473798181509137
1,170,1,3,1,0,0.22968564927577972,0.04807998985052109,gigapose_global_rank_0|R1-20|rgb_recovery,14.303493903690466,approved,epnp_raceline,178.47833465722104,5.508392690306676,2.686534531697841,1.4243401771002118
1,171,1,5,4,0,0.16214171051979065,0.04376213997602463,gigapose_global_rank_2|align_detection|rgb_recovery,14.211879689703457,approved,epnp_raceline,165.04833739255758,8.484763700102588,4.56200563126464,1.3060824220150191
