match_key,metadata_path,epnp_label_path,target_label_path,correction_kind,map_z_mode,translation_error_mm,rotation_error_deg,output,raw_map_object_z_m,label_map_pose_z_m,adjusted_map_object_z_m,metadata_lidar_z_m,metadata_ground_truth_pose_z_m,object_minus_ego_z_m,adjusted_minus_lidar_z_m,projection_model,metadata_distortion_model,original_center_u,original_center_v,original_center_depth_mm,original_center_valid_depth,optimized_center_u,optimized_center_v,optimized_center_depth_mm,optimized_center_valid_depth,gigapose_center_u,gigapose_center_v,gigapose_center_depth_mm,gigapose_center_valid_depth
image_3717425972124,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717425972124_1.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717425972124_1.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717425972124_1.json,epnp_label,raw,2245.9608719222974,7.551748580293015,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717425972124_1_extrinsic_before_after.jpg,-31.0814151763916,-31.0814151763916,-31.0814151763916,nan,nan,nan,nan,metadata,pinhole,1210.1659965629553,125.81182580790417,24708.40072631836,True,1203.287559956742,144.53375469172235,24946.063839173614,True,1200.337210819154,136.43179320602468,27812.0957031,True
image_3717524725937,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717524725937_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717524725937_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717524725937_0.json,epnp_label,raw,1011.1385032785182,6.4210296404408425,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717524725937_0_extrinsic_before_after.jpg,-31.0814151763916,-31.0814151763916,-31.0814151763916,nan,nan,nan,nan,metadata,pinhole,1202.5473910120406,123.23419280441921,25789.173126220732,True,1196.0308697276173,141.1919343914114,26027.492748839373,True,1204.1762148578473,134.8964213892064,30761.9804688,True
image_3717625530548,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717625530548_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717625530548_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717625530548_0.json,epnp_label,raw,1895.3541573795842,4.780466809972613,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717625530548_0_extrinsic_before_after.jpg,-31.068754196166992,-31.068754196166992,-31.068754196166992,nan,nan,nan,nan,metadata,pinhole,1208.047629566428,124.30560697587498,25123.34442138672,True,1201.3600460291993,142.67040258193057,25361.305665484455,True,1202.56015107491,137.8461764506121,28610.8261719,True
image_3717625530548,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717625530548_1.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717625530548_1.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717625530548_1.json,epnp_label,raw,1895.3541573795842,4.780466809972613,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717625530548_1_extrinsic_before_after.jpg,-31.068754196166992,-31.068754196166992,-31.068754196166992,nan,nan,nan,nan,metadata,pinhole,1208.047629566428,124.30560697587498,25123.34442138672,True,1201.3600460291993,142.67040258193057,25361.305665484455,True,1202.56015107491,137.8461764506121,28610.8261719,True
image_3717725411451,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717725411451_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717725411451_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717725411451_0.json,epnp_label,raw,964.7832199083118,4.615511745713337,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717725411451_0_extrinsic_before_after.jpg,-31.06729507446289,-31.06729507446289,-31.06729507446289,nan,nan,nan,nan,metadata,pinhole,1207.676222854208,124.04664693281715,25336.669921875,True,1201.0730787133593,142.22932163448533,25574.701058823906,True,1201.6637901590889,135.3463869955156,29981.890625,True
image_3717725411451,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717725411451_1.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717725411451_1.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717725411451_1.json,epnp_label,raw,964.7832199083118,4.615511745713337,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717725411451_1_extrinsic_before_after.jpg,-31.06729507446289,-31.06729507446289,-31.06729507446289,nan,nan,nan,nan,metadata,pinhole,1207.676222854208,124.04664693281715,25336.669921875,True,1201.0730787133593,142.22932163448533,25574.701058823906,True,1201.6637901590889,135.3463869955156,29981.890625,True
image_3717824364634,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717824364634_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717824364634_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717824364634_0.json,epnp_label,raw,1162.2817212517004,7.13858803225854,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717824364634_0_extrinsic_before_after.jpg,-31.06729507446289,-31.06729507446289,-31.06729507446289,nan,nan,nan,nan,metadata,pinhole,1200.274535829175,125.06869653510824,26458.288192749023,True,1194.0366233482157,142.5002366594462,26695.45292091294,True,1198.313341148989,135.4035916839195,30887.1347656,True
image_3717824364634,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717824364634_1.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717824364634_1.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717824364634_1.json,epnp_label,raw,1162.2817212517004,7.13858803225854,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717824364634_1_extrinsic_before_after.jpg,-31.06729507446289,-31.06729507446289,-31.06729507446289,nan,nan,nan,nan,metadata,pinhole,1200.274535829175,125.06869653510824,26458.288192749023,True,1194.0366233482157,142.5002366594462,26695.45292091294,True,1198.313341148989,135.4035916839195,30887.1347656,True
image_3717925482256,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717925482256_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717925482256_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717925482256_0.json,epnp_label,raw,1638.7734657308279,6.804558345401517,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717925482256_0_extrinsic_before_after.jpg,-31.052051544189453,-31.052051544189453,-31.052051544189453,nan,nan,nan,nan,metadata,pinhole,1205.9764344451937,125.25729491327098,25783.88786315921,True,1199.5777188184684,143.07938791222787,26021.02990075457,True,1192.9500549076315,136.2581334654096,29503.5878906,True
image_3717925482256,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3717925482256_1.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717925482256_1.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3717925482256_1.json,epnp_label,raw,1638.7734657308279,6.804558345401517,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3717925482256_1_extrinsic_before_after.jpg,-31.052051544189453,-31.052051544189453,-31.052051544189453,nan,nan,nan,nan,metadata,pinhole,1205.9764344451937,125.25729491327098,25783.88786315921,True,1199.5777188184684,143.07938791222787,26021.02990075457,True,1192.9500549076315,136.2581334654096,29503.5878906,True
image_3718125253395,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/metadata/sample_3718125253395_0.yaml,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3718125253395_0.json,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3718125253395_0.json,epnp_label,raw,3256.878925977493,4.753409903398059,gigaPose_datasets/results/real_world_ot2_IST_tran/extrinsic_optimization_rear_epnp_hybrid_xyz_new/3718125253395_0_extrinsic_before_after.jpg,-31.038715362548828,-31.038715362548828,-31.038715362548828,nan,nan,nan,nan,metadata,pinhole,1203.6906036772982,123.215889623306,26204.076766967803,True,1197.4623734974405,140.701888450213,26441.742265798093,True,1196.1453274187065,137.69244869444097,28262.5332031,True
