method,scene_id,im_id,instance_id,gt_index,score,translation_error_mm,depth_error_mm,rotation_error_deg,center_error_px,gt_bbox_center_error_px,add_mm,pred_z_mm,gt_z_mm,translation_scale_to_mm,pred_bbox_iou,pred_mask_iou,camera_id
original,2,2010,1366,0,0.01171875,359705.16603023506,353626.91511109355,74.99633755264001,0.20077173434505025,0.17307251589479494,359899.3308697587,577372.875,930999.7901110935,1.0,0.4444444444444444,0.42857142857142855,rear
original,3,2060,1434,0,0.23828125,5938.00655729456,5930.440764195213,2.4311663273123347,8.524422006624294,2.766789153091242,5937.929259014985,28380.875,22450.434235804787,1.0,0.6494554255748286,0.6043311527182494,stereo_left
original,4,2365,1910,0,0.1484375,5045.123003757575,5042.849213787358,13.008822601636023,46.150176260339876,32.622967902820996,5047.384303586021,26441.431640625,21398.582426837642,1.0,0.563563588144292,0.5298784509563742,stereo_right
original,3,3474,693,0,0.0703125,35132.903642761674,34763.24833748094,150.681029135376,25.155979084419382,25.554267376560055,35725.291777650236,106894.2734375,72131.02510001906,1.0,0.5663327632543367,0.3884108631352514,stereo_left
original,3,2320,1823,0,0.2421875,5780.348277575086,5779.078358358023,5.993891427243227,6.313512073456869,7.846777083718249,5779.696507370452,32607.4765625,26828.398204141977,1.0,0.660911938739993,0.617706095714336,stereo_left
original,1,3474,691,0,0.1015625,47572.772961695824,47010.79613948095,146.89973706333987,5.642991592895925,5.986373333156838,48107.29839610487,120008.8359375,72998.03979801905,1.0,0.5675675675675675,0.46332737030411447,front
original,1,2435,18,0,0.11328125,798.7136230228015,793.022615201442,108.01661924989408,78.02736672629348,23.528108295841772,2202.640746458577,5917.15380859375,6710.176423795192,1.0,0.712477982103854,0.5482481355184715,front
original,2,1900,1185,0,0.08203125,1803.5312248001117,1308.1257881006459,68.6282194062502,0.47539261854012044,0.16551576960733666,2367.844476200249,427573.59375,426265.46796189935,1.0,0.46511627906976744,0.6521739130434783,rear
original,3,2175,1597,0,0.109375,3973.9713972654135,3944.2449833440496,19.725307912643895,153.42817392312068,53.20891311771911,3992.5652776954516,13595.0263671875,9650.78138384345,1.0,0.677702175125488,0.5602732911365609,stereo_left
original,3,2175,1598,1,0.04296875,5577.111292832703,5557.278994584223,175.42256002929307,0.41419267690244166,0.21658591685601714,5722.9822794867505,743630.875,738073.5960054158,1.0,0.7,0.4649122807017544,stereo_left
original,3,2335,1852,0,0.2578125,6367.422640085999,6365.935604281141,3.278809336441542,2.563722944728503,2.4402879768892847,6367.1911620307665,39255.578125,32889.64252071886,1.0,0.6863711001642037,0.6437019676241348,stereo_left
original,3,1800,1013,0,0.09375,2897.6877862244105,2859.2295335532453,15.385401288953178,14.789041288287972,45.85309998105675,2898.5458620569966,17029.45703125,14170.227497696755,1.0,0.8629932275603319,0.6678954358459396,stereo_left
original,3,2933,339,0,0.0390625,58803.469904896054,57743.155840830295,178.42748388463903,2.9576172146380446,2.976146924174071,58761.179060638024,525833.75,583576.9058408303,1.0,0.5054347826086957,0.601063829787234,stereo_left
original,1,1875,1136,0,0.16796875,1545.9799517626386,1545.4588308957427,7.925656440065476,10.249604403100314,16.59577446139719,1527.8246092332915,12352.3662109375,10806.907380041757,1.0,0.6716223855285472,0.6002805704933365,front
original,1,2948,362,0,0.09375,46564.87480696627,44841.00046335405,22.339171555594383,0.3955656319465947,0.44413279518202736,46485.07951249779,441977.96875,486818.96921335405,1.0,0.5454545454545454,0.5652173913043478,front
original,3,2020,1387,0,0.14453125,559.0974181809216,134.54197407702486,24.0474325256898,316.2087178066053,60.94541051528252,638.7696729507988,6358.70361328125,6224.161639204225,1.0,0.8629298825515156,0.6523649767169091,stereo_left
original,2,3099,440,0,0.0703125,70705.71313015501,70640.95051662158,179.05375481875544,2.7922396628161863,2.8745696753248318,70650.63692737506,250272.65625,179631.70573337842,1.0,0.4342105263157895,0.38961038961038963,rear
original,2,2822,258,0,0.14453125,64175.362457486786,63738.57196607879,158.48403797146102,2.8621523099720116,2.375775450769285,63613.25536276826,157752.03125,94013.45928392121,1.0,0.7512562814070352,0.5836909871244635,rear
original,3,2205,1643,0,0.18359375,4692.257185382899,4691.419628798234,3.224486449321819,8.680277802480132,5.444664773736482,4691.204947695282,21623.66015625,16932.240527451766,1.0,0.604437155482666,0.5568508787334351,stereo_left
original,1,1800,1010,0,0.11328125,5566.934275719882,5510.603492928245,24.235284763395924,8.71936311224947,19.463888155975443,5634.282379396213,20547.837890625,15037.234397696755,1.0,0.6274509803921569,0.569667889735629,front
original,1,2255,1717,0,0.20703125,2524.8982729459017,2522.9382969663748,8.027527463541077,9.515473533435006,0.6212836086057438,2528.5581013603487,16333.8291015625,13810.890804596125,1.0,0.710123523093448,0.6403763387048343,front
original,1,2255,1718,1,0.0859375,170761.62894175763,153454.63623531343,46.61126055329825,2.7989435342197035,2.69533594790857,170672.86360913026,521509.0625,368054.42626468657,1.0,0.29411764705882354,0.3181818181818182,front
original,3,2250,1711,0,0.21875,2379.5563399598286,2379.3822785641005,8.932096317079052,39.64098735486412,10.263655173748564,2383.2061178208123,13916.484375,11537.1020964359,1.0,0.6427801664278017,0.5912914452208163,stereo_left
original,3,2250,1712,1,0.02734375,1258554.9586707891,1231880.9479764933,93.1538227894848,2.746201261020205,2.271693641878596,1258238.027140306,1676381.125,444500.1770235066,1.0,0.0,0.0,stereo_left
original,4,2120,1521,0,0.171875,11451.706063361999,11446.833960577773,4.576774418141763,9.100268633024589,6.1418778811362555,11448.91830069443,45462.83984375,34016.00588317223,1.0,0.5422546071401033,0.5360444704505559,stereo_right
original,1,2742,220,0,0.0,317911.81736944936,224824.21037645906,21.395867569998842,0.43102573772658775,0.3001263095556777,317864.10895397246,315492.6875,540316.897876459,1.0,0.23529411764705882,0.3076923076923077,front
original,1,2165,1578,0,0.140625,1562.5128647877705,1562.127358630638,24.292183532580584,28.86602212171326,15.643683568074415,1638.7411614845098,13183.7705078125,11621.643149181862,1.0,0.7920488192388243,0.6218769213571069,front
original,3,2410,1976,0,0.28125,1875.020321250163,1873.7060115865206,3.5584606413085655,6.174234317325803,9.455525778770024,1876.1391559650897,13133.23828125,11259.53226966348,1.0,0.7352696459460051,0.6499097420675645,stereo_left
original,1,1990,1328,0,0.2265625,4413.057766428267,4411.593703047762,1.8177643472936613,3.114030335604202,0.12342104105321738,4413.109248251262,26751.556640625,22339.96293757724,1.0,0.6682252094291837,0.6492271105826397,front
original,2,3134,461,0,0.08203125,1924.8384348244326,1728.4944239274482,178.3232806415558,2.9181347001693063,2.4192594966623413,3014.958390634127,147568.125,145839.63057607255,1.0,0.6728971962616822,0.5775862068965517,rear
original,1,1920,1216,0,0.17578125,4421.697404486126,4419.257503563911,172.37862866621325,7.4778646745144774,0.7360656709400721,5105.014173237744,20587.216796875,16167.959293311089,1.0,0.584717607973422,0.5120439498520919,front
original,3,3289,590,0,0.0,247479.86962584313,241078.90145214018,68.5191680889265,0.7341576833033516,1.1808608438356496,247606.325089861,284248.96875,525327.8702021402,1.0,0.5698529411764706,0.4236760124610592,stereo_left
original,2,3417,660,0,0.03125,280543.1095854817,280072.9800124527,114.78709728234418,0.5632338887753102,0.6074689998407206,280169.99790418585,523383.65625,243310.67623754728,1.0,0.7111111111111111,0.53125,rear
original,1,2737,214,0,0.04296875,106224.0147769115,76908.34620253893,161.97502654105418,3.2551169489711738,3.2510350531094194,105693.39368878734,469750.28125,546658.6274525389,1.0,0.12195121951219512,0.08333333333333333,front
original,1,2145,1551,0,0.21875,3392.014583865015,3390.6665890115983,7.5235489812397525,3.3493201442233564,2.101021523169688,3395.212958127944,28357.732421875,24967.0658328634,1.0,0.7316849816849816,0.6329198793161247,front
original,3,1875,1138,0,0.14453125,1613.7414813724706,1612.901493020745,7.712547857791009,65.42970540923862,87.63473259605861,1595.550891743819,11552.8056640625,9939.904171041755,1.0,0.7946876395430909,0.6537252906759244,stereo_left
original,3,2270,1742,0,0.32421875,2179.8917209858623,2178.1797639376928,2.9279765390362362,8.326929465664906,14.572151326477,2180.180698586144,13356.2451171875,11178.065353249807,1.0,0.6767795883361921,0.6156198736293023,stereo_left
original,1,2070,1446,0,0.12109375,6572.247567136276,6538.781948290933,15.571141139791965,17.850242992985496,19.17238917528001,6637.854157354285,31688.00390625,25149.221957959067,1.0,0.6428571428571429,0.39913232104121477,front
original,3,2230,1677,0,0.17578125,2987.609062689419,2986.301059691563,9.430581814760451,17.016716365315965,14.11733860927922,2993.181824890763,17481.91015625,14495.609096558437,1.0,0.6297419526469806,0.5498763678676237,stereo_left
original,4,1915,1214,0,0.1953125,4240.431411301091,4197.861172736819,166.87839274405403,24.219602904963644,1.936138289066632,4932.62345356185,19872.896484375,15675.035311638181,1.0,0.6594255122001441,0.6032581866052329,stereo_right
original,4,2280,1760,0,0.1640625,2862.139560692285,2790.2865585031523,5.97643299553619,34.81748988893372,40.02190289801838,2870.0868886727317,11448.791015625,8658.504457121848,1.0,0.681377055879048,0.5590356516251621,stereo_right
original,4,3274,567,0,0.0546875,120375.94586840837,119527.73024506436,60.83705009361082,1.3122804356013738,1.722317768826602,120575.01002862307,701703.125,582175.3947549356,1.0,0.7261410788381742,0.562962962962963,stereo_right
