scene_id,im_id,gt_index,camera_id,model_count,best_score_model,best_score,best_translation_error_mm_model,best_translation_error_mm,best_depth_error_mm_model,best_depth_error_mm,best_rotation_error_deg_model,best_rotation_error_deg,best_center_error_px_model,best_center_error_px,best_gt_bbox_center_error_px_model,best_gt_bbox_center_error_px,best_add_mm_model,best_add_mm,best_pred_bbox_iou_model,best_pred_bbox_iou,best_pred_mask_iou_model,best_pred_mask_iou
1,70,0,front,4,finetune3,0.23828125,finetune3,10969.506177818052,finetune3,10957.396941078696,finetune,23.861165017704753,finetune2,0.3214579813282321,finetune2,0.348984265291888,finetune3,11525.973569141412,finetune3,0.6513157894736842,finetune3,0.6666666666666666
1,70,1,front,4,finetune3,0.2265625,finetune2,5620.495919508696,finetune2,5608.825288885666,finetune2,179.74309521154305,finetune,0.7132959222371917,finetune,0.1521422428768331,finetune2,6243.2021983798195,original,0.832579185520362,finetune2,0.7195121951219512
1,75,0,front,4,finetune3,0.25390625,finetune3,8817.688018219447,finetune3,8801.802574044137,finetune3,4.7462526144256705,finetune3,0.9075223698721657,finetune3,1.1156020092899497,finetune3,8814.837443670047,finetune3,0.7775467775467776,finetune3,0.7467948717948718
1,75,1,front,4,finetune3,0.19921875,finetune,9708.216094103713,finetune,9704.047155632747,finetune3,22.99344181129646,original,4.507167734407039,original,5.621195733463099,finetune,9743.576676487746,finetune,0.5208503679476697,finetune2,0.4692429022082019
1,80,0,front,4,finetune3,0.171875,finetune3,15734.123011241736,finetune3,15716.474707826346,finetune3,19.69038654930954,finetune2,2.7675540275041,finetune2,3.055464637966455,finetune3,15749.633074991494,finetune,0.6763285024154589,finetune3,0.5652818991097923
1,80,1,front,4,finetune3,0.1796875,original,7830.995216029002,original,7792.732994498139,finetune,3.185179309639107,finetune,3.21370413526956,finetune,2.0237716720141528,original,8360.163300597509,finetune3,0.5745590593265634,finetune,0.5190434012400355
1,85,0,front,4,finetune3,0.17578125,finetune3,9023.502510911772,finetune3,9020.547401821372,finetune3,19.4059702407078,finetune,3.8420130066813236,finetune,3.48270728994783,finetune3,9048.137949068963,finetune3,0.6060606060606061,finetune3,0.6086956521739131
1,85,1,front,4,finetune3,0.18359375,finetune,10849.943056582042,finetune,10847.021418279073,finetune2,22.630439805425,original,6.072618435329109,original,7.264588949530701,finetune,10887.477794394385,original,0.5337136929460581,original,0.4842454394693201
1,90,0,front,4,finetune3,0.21875,finetune3,12367.124712254807,finetune3,12355.349987310314,original,105.27130205759626,finetune3,0.9805094102160238,finetune3,0.5447848583122251,finetune3,12927.030549529332,finetune3,0.6593406593406593,finetune3,0.637478108581436
1,90,1,front,4,finetune3,0.17578125,finetune2,1226.0861034936722,finetune2,1218.2371893682866,finetune,23.082582954840017,finetune2,2.2335027566906236,finetune2,1.9837168924125061,finetune2,2969.2780989592607,finetune2,0.8051948051948052,finetune2,0.712171052631579
1,95,0,front,4,finetune3,0.0234375,finetune3,20320.499839496188,finetune3,20284.579319612458,finetune3,112.89053355774335,finetune2,3.73201974678421,finetune2,3.717848080308357,finetune3,20736.675589688446,finetune,0.48598130841121495,finetune3,0.44871794871794873
1,95,1,front,4,finetune3,0.15625,finetune,8730.68535873693,finetune,8721.564015406184,finetune3,14.40125021389527,original,6.907318125674348,original,8.098286969442363,finetune,8774.986361502071,original,0.5638406537282942,finetune2,0.4719446579554189
1,100,0,front,4,finetune3,0.0859375,finetune2,17759.751376237786,finetune2,17740.476760217156,original,106.40912373204297,finetune3,2.28312163977134,finetune3,1.3041191850162257,finetune2,18185.269223216095,finetune3,0.45569620253164556,finetune2,0.45454545454545453
1,100,1,front,4,finetune3,0.1875,finetune3,4371.913869362307,finetune3,4366.851970414427,finetune3,4.498684656287141,finetune3,2.898433332305327,finetune3,2.548493406268968,finetune3,4380.028791719714,finetune3,0.7026143790849673,finetune3,0.6683630195080577
1,105,0,front,4,finetune3,0.140625,finetune3,21555.16207742257,finetune3,21540.826481227537,finetune3,21.326709718473793,original,1.3769588862718614,original,1.5090739360028087,finetune3,21580.21608929627,original,0.6316348195329087,finetune2,0.6057142857142858
1,105,1,front,4,finetune3,0.1640625,finetune3,10677.937745174659,finetune3,10640.76694674728,finetune3,18.937673366650667,finetune2,7.6659807756366485,finetune2,9.237320492670918,finetune3,10697.229503763516,finetune3,0.5809290953545232,finetune3,0.4851031321619557
1,110,0,front,4,finetune3,0.19921875,finetune3,5715.411905102765,finetune3,5709.646799667629,finetune3,7.4097247373731765,finetune3,2.1842461002231595,finetune3,2.236058800904271,finetune3,5716.27476409565,original,0.7127882599580713,finetune3,0.6128404669260701
1,110,1,front,4,finetune3,0.1953125,finetune,9780.490717173903,finetune,9775.67698350994,finetune2,22.231489307574886,finetune2,6.839428104478057,finetune2,8.611257659681094,finetune,9820.128675341317,original,0.5240641711229946,finetune2,0.44717261904761907
1,115,0,front,4,finetune3,0.2265625,finetune3,10132.248941332842,finetune3,10111.447812174352,finetune2,113.61590206660479,finetune3,2.1637466371983103,finetune3,2.3334281599809787,finetune3,10691.330842633826,finetune3,0.6868686868686869,finetune3,0.6322869955156951
1,115,1,front,4,finetune3,0.171875,finetune2,1827.7225130448567,finetune2,1826.9883331125238,finetune3,19.142111823949005,finetune2,1.4807950921904578,finetune2,1.095614746733633,finetune2,3231.933218553496,finetune2,0.7129629629629629,finetune2,0.6635006784260515
1,120,0,front,4,finetune3,0.1640625,finetune3,22999.154221176388,finetune3,22926.858698433105,finetune3,26.983650757683755,finetune,4.155239143515648,finetune,3.8461656519473757,finetune3,23020.347113724634,original,0.656891495601173,original,0.5819477434679335
1,120,1,front,4,finetune3,0.3125,finetune2,1586.7190850070563,finetune2,1585.5646804690477,finetune2,7.896358109989745,finetune2,1.2353646787352042,finetune2,1.075962594593895,finetune2,1595.288318193841,finetune2,0.8015625,finetune2,0.7825567502986858
1,125,0,front,4,finetune,0.08984375,finetune3,45733.575641835894,finetune3,45564.901243899585,original,17.43276326763037,finetune2,4.172811410372437,finetune2,2.4674588304135896,finetune3,45749.350428332255,finetune3,0.6578947368421053,finetune2,0.46568627450980393
1,125,1,front,4,finetune3,0.25390625,finetune2,5313.098691879998,finetune2,5309.737715674717,original,5.584188440778284,finetune,0.6442367497302199,finetune3,0.5124811339832244,finetune2,5314.140886155923,finetune2,0.6923076923076923,finetune2,0.7013774104683196
