match_key,scene_id,im_id,obj_id,instance_id,prediction_row_index,score,epnp_label_path,epnp_record_index,translation_error_mm,rotation_error_deg,roll_error_deg,pitch_error_deg,yaw_error_deg,T_gigapose_cam_obj,T_gigapose_aligned_epnp_obj,T_epnp_obj,source_selected_csv
image_3932121906294,1,2186,1,2862,14310,0.16015625,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3932121906294_0.json,0,1052.6510579402773,7.863395427101884,1.046375683198712,4.424222350342357,6.377357864645103,0 -0.999982297421 0.00595859438181 9117.40429688 0 -0.00595859438181 -0.999982297421 -720.254089355 1 0 0 33474.6992188 0 0 0 1,-0.0939258340922 0.995510808044 0.0116734210484 7531.08101102 -0.0274249579292 0.00913363432974 -0.99958218692 -1178.95848286 -0.995201391845 -0.0942067243105 0.0264439551615 28409.6983015 0 0 0 1,-0.205890387297 0.978315889835 0.022516740486 7788.56706619 0.0463895834982 0.0327415540814 -0.99838668108 -1090.73090553 -0.977474808693 -0.204513669014 -0.0521248467267 29426.5518188 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3932321295198,1,2188,1,2868,14340,0.1875,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3932321295198_0.json,0,1192.1800566397603,7.918375531183865,0.600081719627693,4.623036370338534,6.42663609583993,0 -0.999356806278 0.0358596593142 9717.83398438 0 -0.0358596593142 -0.999356806278 -724.278930664 1 0 0 35625.9101562 0 0 0 1,-0.0930636969038 0.994792369832 0.0415599646636 8145.93749479 -0.0302214729563 0.0388995624501 -0.998785977091 -1230.21596378 -0.995201391845 -0.0942067243105 0.0264439551615 30560.909239 0 0 0 1,-0.206062674522 0.978255569935 0.0235368013382 7871.07086182 0.046907376498 0.0339003540576 -0.99832379818 -1101.38714314 -0.977413892746 -0.204613208771 -0.0528730079532 29408.0238342 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3932522569075,1,2190,1,2872,14360,0.14453125,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3932522569075_0.json,0,1589.9437075500534,8.68617927853569,0.836364602797434,4.726933201623995,7.275950954591558,0 -0.999170422554 0.0407245233655 9461.25 0 -0.0407245233655 -0.999170422554 -712.272216797 1 0 0 34335.4257812 0 0 0 1,-0.0929154668927 0.994591240499 0.0464219823503 7891.83519027 -0.030674189061 0.0437421690069 -0.998571848635 -1225.85592469 -0.995201391845 -0.0942067243105 0.0264439551615 29270.424864 0 0 0 1,-0.220497041941 0.975088894367 0.0241338070482 8263.05389404 0.0476532243192 0.0354824699461 -0.998233497143 -1218.16039085 -0.974222958088 -0.218957439065 -0.0542899146676 30816.40625 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3933021608774,1,2193,1,2878,14390,0.15625,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3933021608774_0.json,0,203.51862261622375,8.31064087014383,1.1285287416328809,4.739863917597939,6.78142873351179,0 -0.999004542828 0.0446073785424 9568.07226562 0 -0.0446073785424 -0.999004542828 -698.60357666 1 0 0 34309.015625 0 0 0 1,-0.0927955475288 0.994413667896 0.0503024678515 8000.66539275 -0.0310350611668 0.047607204721 -0.998383830923 -1218.28273076 -0.995201391845 -0.0942067243105 0.0264439551615 29244.0147077 0 0 0 1,-0.211867570877 0.977029204369 0.0229345764965 8057.60288239 0.0479711219668 0.0338357836008 -0.998275399208 -1098.8048315 -0.976120352745 -0.210401982069 -0.0540379025042 29398.6206055 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3933920998414,1,2200,1,2893,14465,0.18359375,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3933920998414_0.json,0,574.0967657827915,8.401276744861669,0.40058181007897226,4.5262504514663835,7.084074734308514,0 -0.999557554722 0.0297441165894 9539.65625 0 -0.0297441165894 -0.999557554722 -462.041778564 1 0 0 33696.0429688 0 0 0 1,-0.0932468776937 0.995011804133 0.0354478082404 7964.69339476 -0.029651469432 0.032811891846 -0.999021615275 -958.351226377 -0.995201391845 -0.0942067243105 0.0264439551615 28631.0420515 0 0 0 1,-0.217215701938 0.975896716118 0.0210428927094 8097.9347229 0.0457344055176 0.0317087993026 -0.998450219631 -968.370139599 -0.97505158186 -0.215916663408 -0.0515197180212 29189.3730164 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3934121830400,1,2202,1,2897,14485,0.1484375,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3934121830400_0.json,0,251.80980343693022,8.421214270260323,0.05598008383661408,4.513232090080412,7.109097773146921,0 -0.999736964703 0.0229331050068 9822.26953125 0 -0.0229331050068 -0.999736964703 -590.104614258 1 0 0 34395.5585938 0 0 0 1,-0.0934467344338 0.995212221613 0.0286403155421 8243.96178259 -0.0290154576749 0.0260317806351 -0.999239898879 -1075.67177091 -0.995201391845 -0.0942067243105 0.0264439551615 29330.5576765 0 0 0 1,-0.217916175723 0.975715756416 0.0221675764769 8090.51322937 0.0459774062037 0.0329515039921 -0.998398840427 -972.770690918 -0.974883973598 -0.216547980905 -0.0520415455103 29159.4638824 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3935321911615,1,2214,1,2923,14615,0.140625,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3935321911615_0.json,0,2922.0186085714045,9.476985609621837,3.35096021078834,4.33395972590224,7.610559968122553,0 -0.999466955662 -0.0326453335583 8920.94335938 0 0.0326453335583 -0.999466955662 -598.784179688 1 0 0 30646.2617188 0 0 0 1,-0.0949144337854 0.995121356226 -0.0269193221485 7318.09638425 -0.023778963364 -0.0293000599009 -0.999287736668 -995.914325862 -0.995201391845 -0.0942067243105 0.0264439551615 25581.2608015 0 0 0 1,-0.227929398417 0.973380923271 0.0240313466638 8030.52806854 0.0474869534373 0.0357645265758 -0.998231351376 -987.244307995 -0.972518980503 -0.226385042071 -0.0543746910989 28415.0848389 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3936020398461,1,2220,1,2936,14680,0.15234375,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3936020398461_0.json,0,1455.6813587097852,8.261434842396275,0.0721823103988822,4.672564762245502,6.817552261960897,0 -0.999742150307 0.0227096509188 8587.54394531 0 -0.0227096509188 -0.999742150307 -658.771118164 1 0 0 32138.2890625 0 0 0 1,-0.093453225385 0.995218099545 0.0284169728964 7009.12757118 -0.0289945727317 0.0258093380768 -0.999246360096 -1143.98552956 -0.995201391845 -0.0942067243105 0.0264439551615 27073.2881452 0 0 0 1,-0.212825894356 0.976896286011 0.0194600597024 7422.61314392 0.0492186583579 0.030609536916 -0.998318850994 -1042.05524921 -0.975849688053 -0.211510196328 -0.0545960329473 28465.2824402 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3937522618893,1,2234,1,2956,14780,0.17578125,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3937522618893_0.json,0,2229.076650061572,6.601062328059295,2.018733679086298,4.236056119174531,4.570061670623962,0 -0.999863445759 -0.0165267437696 7552.48779297 0 0.0165267437696 -0.999863445759 -708.606323242 1 0 0 36428.2890625 0 0 0 1,-0.0945187158253 0.995464475239 -0.0108043658094 5956.25196316 -0.0253061740369 -0.0132519685747 -0.999591929894 -1131.52748518 -0.995201391845 -0.0942067243105 0.0264439551615 31363.2881452 0 0 0 1,-0.17504554987 0.984409630299 0.0172208324075 5846.02022171 0.046682395041 0.0257696323097 -0.998577296734 -979.720532894 -0.983452916145 -0.173992589116 -0.0504654683173 29142.1203613 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
image_3937821270415,1,2237,1,2961,14805,0.1640625,/media/hdd2/ARCL_multicar_bags/camera_dataset/2026-05-18-v1-v4/rear/EPnPv2_gt_mesh_z_hybrid_labels/3937821270415_0.json,0,1020.5966776172487,6.937740633664818,3.624021667919468,4.184984785595571,4.053335538230962,0 -0.999108076096 -0.0422254316509 6918.32763672 0 0.0422254316509 -0.999108076096 -716.056396484 1 0 0 35302.078125 0 0 0 1,-0.0951380351325 0.994794746471 -0.0364979651897 5311.74713006 -0.022867953926 -0.0388386516915 -0.998983758935 -1097.8022714 -0.995201391845 -0.0942067243105 0.0264439551615 30237.0772077 0 0 0 1,-0.166912421584 0.985779941082 0.0194415319711 5489.36080933 0.0482801049948 0.0278660990298 -0.998444974422 -1030.21943569 -0.984788954258 -0.16571418941 -0.0522447712719 29234.3292236 0 0 0 1,gigaPose_datasets/results/real_world_ot2_IST_tran/large_real_20260518v1v4_rear_gsam_v4_ot2blocks_IST_tran/predictions/label_candidates_for_optimization_new/selected_samples.csv
