matched_predictions,model,model_matched_fraction,model_predictions,reference_matched_fraction,reference_model,reference_predictions,unmatched_model_predictions,unmatched_reference_predictions
212,selector,0.9906542056074766,214,0.9906542056074766,gigapose,214,2,2
212,translation_cascade,0.9906542056074766,214,0.9906542056074766,gigapose,214,2,2
211,translation_cascade_scipy,0.985981308411215,214,0.985981308411215,gigapose,214,3,3
